ID,Name,Sex,Age,NOC,Year
12,Jyri Tapani Aalto,M,31,FIN,2000
13,Minna Maarit Aalto,F,34,FIN,2000
18,Timo Antero Aaltonen,M,31,FIN,2000
23,Fritz Aanes,M,22,NOR,2000
30,Pepijn Aardewijn,M,30,NED,2000
36,Stefan Remco Aartsen,M,25,NED,2000
53,Talaat Abada,M,24,EGY,2000
68,Pablo Martn Abal,M,23,ARG,2000
70,Jess Iory Aball Martnez,M,26,CUB,2000
76,Jouan Patrice Abanda Etong,M,22,CMR,2000
82,Enrique Abaroa Martnez,M,26,MEX,2000
106,Agostino Abbagnale,M,34,ITA,2000
118,Mahmoud Abbas,M,22,EGY,2000
123,Sohail Abbas,M,25,PAK,2000
131,Tran Abbasova,F,33,AZE,2000
134,Christian Abbiati,M,23,ITA,2000
136,Alessandro Abbio,M,29,ITA,2000
140,"William ""Bill"" Abbott Jr.",M,46,CAN,2000
152,Matt Abbott,M,34,CAN,2000
155,Mohamed Ibrahim Abd El-Fatah Mohamed,M,22,EGY,2000
171,Mahmoud Abdel Aziz,M,25,EGY,2000
172,Mohamed Abdel Ellah,M,32,EGY,2000
177,Mohamed Abdel Fattah,M,23,EGY,2000
180,Heba Abdel Gawad,F,18,EGY,2000
181,Sara Abdel Gawad,F,18,EGY,2000
216,Kamal Abdel Rehim,M,26,EGY,2000
217,Reskalla Mohamed Abdel Rehim,M,22,EGY,2000
218,Ahmed Ali Abdel Samad,M,27,EGY,2000
244,Raouf Abdelraouf,M,22,EGY,2000
256,"Abdihakim ""Abdi"" Abdirahman",M,23,USA,2000
257,Ali Abdo,M,19,AUS,2000
264,Justin Abdou,M,29,CAN,2000
275,Bashir Abdullah Abdul Aziz,M,22,KUW,2000
276,Chairil Anwar Abdul Aziz,M,28,MAS,2000
277,Shaimaa Abdul Aziz,F,19,EGY,2000
279,Jefri Kiko Bolkiah Abdul Hakeem,M,27,BRU,2000
280,Mohamed Abdul Hamid,M,19,SUD,2000
290,Fatima Abdul Majeed Hameed Al-Kirashi,F,14,BRN,2000
331,Wan Azlan Abdullah,M,25,MAS,2000
336,Arif Yadulla Abdullayev,M,32,AZE,2000
337,Mukhammad Kadyr Abdullayev,M,26,UZB,2000
339,Namiq Yadulla Abdullayev,M,29,AZE,2000
351,Julius Shareef Abdur-Rahim,M,23,USA,2000
359,Andrey Khakimovich Abduvaliyev,M,34,UZB,2000
371,Shinnosuke Abe,M,21,JPN,2000
376,Yoshiyuki Abe,M,31,JPN,2000
397,Mara Abel Diguez,F,25,ESP,2000
411,Gezahgne Abera,M,22,ETH,2000
423,Michael Brent Abernathy,M,22,USA,2000
429,Ruwani Abeymanne,F,30,SRI,2000
471,Ashraf Abou El-Hassan,M,25,EGY,2000
473,Magdy Abou El-Magd,M,27,EGY,2000
476,Mohamed Moustafa Abou Elea,M,20,EGY,2000
479,Zaid Abou Hamed,M,30,SYR,2000
486,Zakaria Aboub,M,20,MAR,2000
514,Ara Abrahamian,M,25,SWE,2000
580,Svetlana Olegovna Abrosimova,F,20,RUS,2000
598,Omar Abu-Fares,M,16,JOR,2000
602,Abudoureheman,M,22,CHN,2000
637,Eusebio Acea Colarte,M,31,CUB,2000
666,Aziz Acharki,M,28,GER,2000
675,"Onochie Lawrence ""Larry"" Achike",M,25,GBR,2000
682,Julius Achon,M,23,UGA,2000
707,Urban Acman,M,24,SLO,2000
737,"Amelia Lynn ""Amy"" Acuff (-Harvey)",F,25,USA,2000
755,Ali Enver Adakan,M,23,TUR,2000
812,David Dixie Adams,M,30,RSA,2000
817,"Gerard ""Gerry"" Adams",M,38,AUS,2000
858,Charles Adamu,M,23,GHA,2000
873,Mehdi Addadi,M,28,ALG,2000
903,Carolyn Adel,F,22,SUR,2000
920,Ibrahim Mohamed Aden Gedi,M,27,SOM,2000
929,Berhane Adere Debala,F,27,ETH,2000
946,Adel Mohamed Adili,M,26,LBA,2000
953,Franck Adisson,M,31,FRA,2000
960,Amanda Jo Adkins (-Schneider),F,23,USA,2000
991,Christopher Silas Adolf,M,24,PLW,2000
1000,Dainius Adomaitis,M,26,LTU,2000
1002,Daniel Adomako,M,20,GHA,2000
1005,Neil Isaac Adonis,M,31,RSA,2000
1020,Adriana Aparecida dos Santos,F,29,BRA,2000
1022,Sharnol Leonard Adriana,M,29,NED,2000
1023,"Adriana ""Adrianinha"" Moiss Pinto",F,21,BRA,2000
1030,Martha Adusei,F,24,CAN,2000
1037,Rustam Iwanovych Adzhy,M,27,UKR,2000
1084,Shimaa Afifi,F,19,EGY,2000
1086,Madjid Aflaki Khamesh,M,27,IRI,2000
1088,"Olabisi ""Bisi"" Afolabi",F,24,NGR,2000
1097,Georgios Afroudakis,M,23,GRE,2000
1110,Aleksandr Agafonov,M,25,UZB,2000
1113,Victor Okechukwu Agali,M,21,NGR,2000
1116,Eldijana Dana Aganovi (-Bentsen),F,28,CRO,2000
1118,Francilla Agar (-Schofield),F,25,DMA,2000
1143,Jesper Agergrd Jensen,M,25,DEN,2000
1159,Julius Aghahowa,M,18,NGR,2000
1169,Marilyn Agliotti,F,21,RSA,2000
1178,"Jeffrey Allan ""Jeff"" Agoos",M,32,USA,2000
1221,"Taismary ""Tai"" Agero Leiva (-Botteghi)",F,23,CUB,2000
1225,Joo Paquete Aguiar,M,17,ANG,2000
1266,Ana Carolina Aguilera,F,19,ARG,2000
1272,Yosvany Aguilera Zamora,M,25,CUB,2000
1282,Gustavo Hernando Aguirre,M,23,ARG,2000
1298,Diego Aguirregomezcorta,M,25,ARG,2000
1307,Albert Agyemang,M,22,GHA,2000
1311,"Nicholas Mark ""Nick"" A'Hern",M,31,AUS,2000
1313,Robyn Mokihana Ah Mow-Santos,F,24,USA,2000
1371,Maqsood Ahmad,M,23,PAK,2000
1375,Waseem Ahmad,M,23,PAK,2000
1379,Jrg Ahmann,M,34,GER,2000
1388,Alaa El-Din Ahmed,M,20,EGY,2000
1404,Mohammed Abdul Elah Ahmed,M,23,IRQ,2000
1406,Muhammad Anis Ahmed,M,26,PAK,2000
1416,Shamha Ahmed,F,18,MDV,2000
1444,"Christian ""Chris"" Ahrens",M,24,USA,2000
1448,Stefan Ahrens,M,23,GER,2000
1467,Mara Magdalena Aicega Amicarelli,F,26,ARG,2000
1490,Clelia Ailara,F,28,ITA,2000
1497,Djamel Ainaoui,M,25,FRA,2000
1498,"Charles Benedict ""Ben"" Ainslie",M,23,GBR,2000
1499,Ian Richard Ainslie,M,35,RSA,2000
1500,Kurt Harold Ainsworth,M,22,USA,2000
1511,Michael Christopher Aish,M,24,NZL,2000
1521,"Amina ""Mina"" At Hammou",F,22,MAR,2000
1529,Fiorella Ata Junek,F,23,PER,2000
1534,Brett Aitken,M,29,AUS,2000
1540,Artur Surenovych Aivazian,M,27,UKR,2000
1541,Yakubu Aiyegbeni,M,17,NGR,2000
1546,Eirini Andili,F,17,GRE,2000
1552,Kikelomo Ajayi,F,23,NGR,2000
1554,Omar Ajete Iglesias,M,35,CUB,2000
1555,Geard Ajetovi,M,19,SCG,2000
1559,Zita Ajkler,F,25,HUN,2000
1562,Olusegun Ajose,M,20,NGR,2000
1563,Benedicta Ajudua,F,20,NGR,2000
1566,Kouadio Vincent Aka-Akesse,M,24,CIV,2000
1573,Norihiro Akahoshi,M,24,JPN,2000
1587,zdemir Akbal,M,23,TUR,2000
1603,lknur Akdoan,F,31,TUR,2000
1640,Giorgos Akhilleos,M,19,CYP,2000
1641,Adkhamdzhon Akhilov,M,24,UZB,2000
1655,Damir Akhmetbekov,M,25,KAZ,2000
1657,Bakhyt Beshimbekovich Akhmetov,M,21,KGZ,2000
1661,Doli Akhtar,F,14,BAN,2000
1672,Mercy Akide (-Udoh),F,25,NGR,2000
1681,Peter Akinlabi,M,27,NGR,2000
1700,Marina Dazmirovna Akobiya,F,25,RUS,2000
1712,Mavis Akoto,F,22,GHA,2000
1722,Muhammad Akram,M,29,PAK,2000
1740,Nikolay Aleksandrovich Aksyonov,M,30,RUS,2000
1741,Alyona Aksyonova,F,20,UZB,2000
1748,Serap Akta,F,28,TUR,2000
1775,Salem Mouled Musa'id Al-Ahmadi,M,31,KSA,2000
1790,Adel Al-Anezi,M,23,KUW,2000
1809,Nasser Salih Nasser Abdullah Al-Attiya,M,29,QAT,2000
1815,Khodor Munir Al-Aywan,M,27,LIB,2000
1818,Musayed Ayed Al-Azimi,M,31,KUW,2000
1836,Hamdan Awdah Al-Bishi,M,19,KSA,2000
1837,Hamed Hamadan Al-Bishi,M,18,KSA,2000
1840,Mohamed Hamed Al-Bishi,M,24,KSA,2000
1849,Saleh Al-Buraiki,M,23,KUW,2000
1855,Hamoud Abdallah Said Al-Dalhami,M,28,OMA,2000
1857,Ramy Abdelhadi Al-Deeb,M,23,PLE,2000
1858,Fehaid Al-Deehani,M,33,KUW,2000
1867,Khaled Al-Dosari,M,28,KSA,2000
1875,Rashid Shafi Al-Dosari,M,19,QAT,2000
1885,Ramzy Al-Duhami,M,28,KSA,2000
1889,Khaled Al-Eid,M,31,KSA,2000
1899,Mohamed Al-Fararjeh,M,22,JOR,2000
1904,Bader Aman Abdul Rahman Al-Fulaij,M,23,KUW,2000
1911,Fahad Al-Geaid,M,32,KSA,2000
1934,Hamad A. Al-Hammadi,M,24,QAT,2000
1942,Mishal Sayed Al-Harbi,M,25,KUW,2000
1956,Mariam Mohamed Hadj Al-Hilli,F,16,BRN,2000
1959,Mohamed Abdullah Salim Al-Houti,M,28,OMA,2000
1961,Nawaf Al-Humaidan,M,19,KUW,2000
1968,Ahmed H. Al-Imam,M,18,QAT,2000
1971,Ali Saleh Al-Jadani,M,23,KSA,2000
1983,Mohamed Ayed Al-Kafraini,M,25,JOR,2000
1987,Esam Al-Kandari,M,29,KUW,2000
2005,Basheer Mohamed Al-Khewani,M,18,YEM,2000
2011,Ahmed Al-Kudmani,M,21,KSA,2000
2012,Khalid Al-Kulaibi,M,14,OMA,2000
2017,Mufid Saleh Krim Al-Lawanseh,M,30,JOR,2000
2020,Faisal Al-Mahmeed,M,16,KUW,2000
2025,Ahmed bin Hasher Al-Maktoum,M,36,UAE,2000
2029,Saeed bin Hasher Al-Maktoum,M,23,UAE,2000
2037,Ayoub Al-Mas,M,21,UAE,2000
2041,Mohamed Said Al-Maskary,M,26,OMA,2000
2053,Khaled Al-Mudhaf,M,22,KUW,2000
2062,Khalaf Al-Mutairi,M,21,KUW,2000
2063,Mashfi Al-Mutairi,M,27,KUW,2000
2064,Sayed Al-Mutairi Bariq,M,31,KSA,2000
2072,Tatiana Al-Najar,F,33,JOR,2000
2075,Ali Khamis Rashid Al-Neyadi,M,22,UAE,2000
2076,Gohar Mohamed Gohar Al-Nil,M,27,EGY,2000
2079,Abdul Rahman Sultan Al-Nubi Faraj,M,20,QAT,2000
2080,Mubarak Sultan Al-Nubi Faraj,M,22,QAT,2000
2083,Naser Al-Omran,M,23,KUW,2000
2086,Sultan A. B. S. S. Al-Otaibi,M,30,KUW,2000
2088,Naser Al-Othman,M,23,KUW,2000
2111,Hilal Al-Rasheedi,M,37,OMA,2000
2112,Abdullah Al-Rashidi,M,37,KUW,2000
2121,Hussain Taher Al-Sabee,M,20,KSA,2000
2127,Jamal Abdullah Al-Saffar,M,28,KSA,2000
2148,Fawzi Dahesh Al-Shammari,M,21,KUW,2000
2165,Jahad Abdullah Al-Sheikh,M,28,OMA,2000
2170,Hadi Soua'an Al-Somaily Jaadan,M,23,KSA,2000
2183,Hamad Al-Tayyar,M,18,KUW,2000
2193,Mohamed Al-Yami,M,20,KSA,2000
2194,Salem Mubarak M. Al-Yami,M,18,KSA,2000
2221,Dianne Marie Alagich,F,21,AUS,2000
2228,Ahmed Alam,M,28,PAK,2000
2230,Mohamed Mahbub Alam,M,27,BAN,2000
2235,Karim Alami,M,27,MAR,2000
2287,Julia Mara Alba Alarc,F,28,ESP,2000
2307,David Albelda Aliqus,M,23,ESP,2000
2326,Jegbefumere Albert,M,19,NGR,2000
2385,"Christopher John ""Chris"" Albright",M,21,USA,2000
2397,Mara Jos Alcal Izguerra,F,28,MEX,2000
2418,Rolf Aldag,M,32,GER,2000
2425,Yamil Aldama Pozo (-Dodds),F,28,CUB,2000
2448,Erin Marie Aldrich,F,22,USA,2000
2455,Marius Alecu,M,21,ROU,2000
2469,Virgilijus Alekna,M,28,LTU,2000
2494,Yuliya Ivanovna Aleksandrova,F,21,RUS,2000
2515,Svetlana Yuryevna Alekseyeva,F,30,BLR,2000
2530,Simretu Alemayehu,M,29,ETH,2000
2534,Berhanu Alemu,M,18,ETH,2000
2535,Dagne Alemu,M,19,ETH,2000
2536,Elfenesh Alemu,F,25,ETH,2000
2545,Alessandra Medeiros da Oliveira,F,18,BRA,2000
2546,Alessandra dos Santos de Oliveira,F,26,BRA,2000
2558,"Alexsandro ""Alex"" de Souza",M,22,BRA,2000
2565,Caroline Sarah J. Alexander,F,32,GBR,2000
2579,"Niconnor ""Nico"" Alexander",M,23,TTO,2000
2583,Buffy-Lynne Alexander-Williams,F,23,CAN,2000
2586,Rnar (Ruslan-) Alexandersson (Ovtinnikov-),M,23,ISL,2000
2601,"Alexandros ""Alexios"" Alexopoulos",M,29,GRE,2000
2606,Rezeda Aleyeva,F,32,KAZ,2000
2608,Yevgeny Vasilyevich Aleynikov,M,33,RUS,2000
2621,Clint Alfino,M,32,RSA,2000
2622,Francisco Alfino,M,23,RSA,2000
2641,Alfre Karl Alfresson,M,35,ISL,2000
2642,Erica Alfridi,F,32,ITA,2000
2656,Abdul Muhsen Ali,M,23,KUW,2000
2679,Haider Ali,M,20,PAK,2000
2687,Mamane Sani Ali,M,31,NIG,2000
2714,Haissa Ali Garba,F,18,NIG,2000
2720,Roda Ali Wais,F,16,DJI,2000
2721,"Antonio Pietro ""Tony"" Ali-Ally",M,27,GBR,2000
2732,Caroll-Ann Alie (-Rosenberg),F,40,CAN,2000
2735,Sergey Gennadyevich Alifirenko,M,41,RUS,2000
2736,Nazirdin Alikbekov,M,34,KGZ,2000
2755,Aleksey Aleksandrovich Alipov,M,25,RUS,2000
2760,Deji Aliu,M,24,NGR,2000
2789,Diane Allahgreen (-Hawkins),F,25,GBR,2000
2790,Elad Ahad Allahverdiyev,M,27,AZE,2000
2794,Mohamed Allalou,M,26,ALG,2000
2814,Lvia Allrov,F,26,SVK,2000
2815,Lucia Allrov,F,26,SVK,2000
2834,Charles Tyrone Allen,M,23,GUY,2000
2850,"Kate Ruth ""Katie"" Allen",F,26,AUS,2000
2862,Patrina Allen,F,25,JAM,2000
2863,Walter Ray Allen,M,25,USA,2000
2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,21,AUS,2000
2877,"Katherine Fiona ""Kate"" Allenby",F,26,GBR,2000
2888,Damian Arthur Christopher Alleyne,M,17,BAR,2000
2904,Anna Alliquander,F,23,HUN,2000
2924,Amandine Allou Affou,F,20,CIV,2000
2945,Mario Nicols Almada,M,25,ARG,2000
2964,Azul Lizeth Almazn Lpez,F,18,MEX,2000
2971,Carlos Domingos Bendinha de Almeida,M,23,ANG,2000
3012,Nicolas Alnoudji,M,20,CMR,2000
3023,Ana Isabel Alonso Nieto,F,37,ESP,2000
3055,Glory Alozie Oluchi,F,22,NGR,2000
3058,Abdul Aziz Alpak,M,25,TUR,2000
3064,Sebastin Alquati,M,24,ARG,2000
3070,Malin Therse Alshammar,F,23,SWE,2000
3104,Elif Altnkaynak,F,26,TUR,2000
3124,Dorin Alupei,M,27,ROU,2000
3138,Reiver David Alvarenga Domnguez,M,22,VEN,2000
3147,Cristin Andrs lvarez Valenzuela,M,20,CHI,2000
3159,Isael lvarez Bicez,M,26,CUB,2000
3184,Pablo Damin lvarez,M,22,ARG,2000
3186,Rafael lvarez Serrano,M,28,ESP,2000
3189,Rubn lvarez Hoyos,M,24,ESP,2000
3192,Sara Yaneisy lvarez Menndez,F,25,ESP,2000
3195,Sergio lvarez Boulet,M,20,CUB,2000
3198,Vilma lvarez Gngora,F,30,CUB,2000
3203,lvaro Luiz Maior de Aquino,M,22,BRA,2000
3249,Maksim Nikolayevich Alyoshin,M,21,RUS,2000
3254,Miguel Alzamora Riera,M,26,ESP,2000
3281,Simona Amnar (-Tabr),F,20,ROU,2000
3282,Rasoul Amani,M,35,NZL,2000
3302,Aguida Fatima Amaral,F,28,IOA,2000
3308,Catello Amarante,M,21,ITA,2000
3319,Jaime Santiago Amat Durn,M,30,ESP,2000
3321,Jean-Pierre Bernard Andr Amat,M,38,FRA,2000
3324,"Pablo ""Pol"" Amat Escud",M,22,ESP,2000
3328,Elena Amato,F,16,ITA,2000
3329,Serena Bibiana Amato,F,26,ARG,2000
3335,Ivn Amaya Carazo,M,22,ESP,2000
3360,Klaus Ambrosch,M,27,AUT,2000
3363,Christie Ambrosi,F,23,USA,2000
3366,Massimo Ambrosini,M,23,ITA,2000
3396,Shenny Ratna Amelia,F,16,INA,2000
3411,Christine Amertil (-Ling),F,21,BAH,2000
3428,Francesco Amici,M,40,SMR,2000
3443,Vladislav Viktorovich Aminov,M,23,RUS,2000
3452,Bbak Amir-Tahmasseb,M,24,FRA,2000
3458,Zamira Shamiliyevna Amirova,F,21,UZB,2000
3461,Salvatore Amitrano,M,24,ITA,2000
3475,Caroline Ammel (-Burger),F,26,FRA,2000
3513,Troy Amos-Ross,M,25,CAN,2000
3534,Rafik Amrane,M,23,ALG,2000
3611,An Zhongxin,F,27,CHN,2000
3617,Tnia Anacleto Grgorio,F,24,MOZ,2000
3635,Tatyana Vasilyevna Ananko,F,16,BLR,2000
3659,Mario Ani,M,16,CRO,2000
3663,Kenneth Andam,M,24,GHA,2000
3671,Ragnhild Andens,F,22,NOR,2000
3683,Helga-Beate Anders-Gummelt,F,32,GER,2000
3701,Camilla Rseler Andersen,F,27,DEN,2000
3730,Henrik Steen Andersen,M,23,DEN,2000
3793,Andrea Arlene Anderson (-Bolder),F,22,USA,2000
3803,Craig Anthony Anderson,M,19,AUS,2000
3816,Gary John Anderson,M,32,NZL,2000
3838,"Keturah ""Katie"" Anderson",F,32,CAN,2000
3850,Olanda Anderson,M,27,USA,2000
3861,Shani Anderson,F,25,GBR,2000
3877,Kate Suzanne Anderson-Richardson,F,26,AUS,2000
3954,Per Magnus Andersson,M,34,SWE,2000
3955,Malin Elisabeth Andersson,F,27,SWE,2000
3961,Lars Tomas Michael Andersson,M,33,SWE,2000
3974,Anna Pernilla Andersson (-Ribeiro Novais),F,28,SWE,2000
4010,Sofia Elisabeth Andler (-Kvarnstrand),F,26,SWE,2000
4018,Misako Ando,F,29,JPN,2000
4019,Taro Ando,M,23,JPN,2000
4063,Joo Duarte Fialho da Silva Andr,M,24,POR,2000
4101,Andria Suntaque,F,22,BRA,2000
4114,Antonis Andreou,M,25,CYP,2000
4115,Georgios Andreou,M,26,CYP,2000
4119,Jos Antonio Andrs Guilln,M,26,ESP,2000
4164,"Susan Elizabeth ""Sue"" Andrews",F,29,AUS,2000
4179,Vladimir Vasilyevich Andreyev,M,34,RUS,2000
4203,Yevheniya Serhivna Andrieieva,F,24,UKR,2000
4207,Michel Andrieux,M,33,FRA,2000
4222,Jan Andrlk,M,23,CZE,2000
4232,Valeriu Andrunache,M,24,ROU,2000
4239,Konstantin Andryushin,M,25,KGZ,2000
4251,Imtiaz Anees,M,29,IND,2000
4261,"Kang Keam ""Anthony"" Ang",M,21,MAS,2000
4276,Adriana Angeles Lozada,F,21,MEX,2000
4280,"Nikolaos ""Nikos"" Angelidis",M,23,GRE,2000
4283,Ellen Angelinawaty,F,24,INA,2000
4284,Alberto Angelini,M,25,ITA,2000
4298,Ivan Angelov,M,21,BUL,2000
4353,Francisco Alberto Angulo Espinosa,M,30,ESP,2000
4356,Miguel ngel Angulo Valderrey,M,23,ESP,2000
4362,Jzsef ngyn,M,34,HUN,2000
4366,Mrio Ramos Dias Sampaio Anbal,M,28,POR,2000
4374,Yekaterina Yevgenyevna Anikeyeva,F,31,RUS,2000
4377,Vida Anim,F,16,GHA,2000
4389,Nina Valentinovna Anisimova,F,27,RUS,2000
4414,Justin John Anlezark,M,23,AUS,2000
4418,Alyson Regina Annan,F,27,AUS,2000
4435,Noriko Anno,F,24,JPN,2000
4439,Adrin Zsolt Annus,M,27,HUN,2000
4451,Grgory Anquetil,M,33,FRA,2000
4462,Michel Ansermet,M,35,SUI,2000
4474,"Christopher John ""Chris"" Anstey",M,25,AUS,2000
4515,"Michael E. ""Mike"" Anti",M,36,USA,2000
4516,Nicole Antibe,F,26,FRA,2000
4522,"Mikaela Khaidi ""Heidi"" Antikatzidis",F,23,GRE,2000
4537,LaDonna M. Antoine (-Watkins),F,25,CAN,2000
4543,Abel Antn Rodrigo,M,37,ESP,2000
4569,Mariela Andrea Antoniska Arrondo,F,25,ARG,2000
4578,Serhiy Antonov,M,35,UKR,2000
4585,Olena Anatolivna Antonova,F,28,UKR,2000
4618,Nnamdi Lucky Anusim,M,28,NGR,2000
4637,Marija Anzulovi,F,31,CRO,2000
4664,Moussa Aouanouk,M,28,ALG,2000
4704,Mihai Apostol,M,29,CAN,2000
4720,Tessa Appeldoorn,F,27,NED,2000
4723,Sabine Appelmans (-Haubourdin),F,28,BEL,2000
4753,Mario Aquilina,M,24,MLT,2000
4769,Esteban Aracama Mendiola,M,27,ESP,2000
4773,Francisco Arado de Armas,M,28,CUB,2000
4774,Rubn Arado Gonzlez,M,29,CUB,2000
4778,Marcel Abner Pvoa Arago,M,22,BRA,2000
4780,Yosvany Aragn Rodrguez,M,26,CUB,2000
4794,Yuko Arai,F,26,JPN,2000
4813,Izaskun Aramburu Balda,F,24,ESP,2000
4821,Idalberto Aranda Quintero,M,25,CUB,2000
4825,Zavana Aranga,F,26,NZL,2000
4841,Daniel Aranzubia Aguado,M,20,ESP,2000
4846,Mate Arapov,M,24,CRO,2000
4852,Yota Arase,M,18,JPN,2000
4889,Odile Arboles-Souchon,F,25,FRA,2000
4911,Mara Mercedes Arceo Guevara,F,34,CUB,2000
4921,Simon David Archer,M,27,GBR,2000
4940,Walter Dario Arciprete,M,21,ARG,2000
4973,Vanesa Arenas Comeron,F,21,ESP,2000
4977,Yordanis Arencibia Verdecia,M,20,CUB,2000
4984,Nancy Arendt-Kemp,F,31,LUX,2000
4990,Maarten Johannes Arens,M,28,NED,2000
4999,Alexandros Aresti,M,17,CYP,2000
5022,Alexeis Argilagos Segura,M,29,CUB,2000
5045,Ismely Arias Castillo,M,23,CUB,2000
5074,Magomed Davudovich Aripgadzhiyev,M,22,AZE,2000
5075,Dilshod Aripov,M,23,UZB,2000
5102,Anna Valeryevna Arkhipova,F,27,RUS,2000
5105,Gregory Arkhurst,M,24,CIV,2000
5109,Fernando Arlete,M,21,GBS,2000
5113,"Catherine Marie Joelle ""Cath"" Arlove",F,29,AUS,2000
5115,Friederike Arlt,F,16,GER,2000
5163,"Jennifer Margaret ""Jenny"" Armstrong",F,30,AUS,2000
5168,Lance Edward Armstrong (Gunderson-),M,28,USA,2000
5182,Gurn Arnardttir,F,28,ISL,2000
5183,rn Arnarson,M,19,ISL,2000
5187,"Javier ""Xavi"" Arnau Creus",M,27,ESP,2000
5197,Jirka Arndt,M,27,GER,2000
5198,Judith Arndt,F,24,GER,2000
5215,Vegard Arnhoff,M,22,NOR,2000
5218,Clemens Arnold,M,22,GER,2000
5259,Abdessalem Arous,M,21,TUN,2000
5262,Marie-Luc Arpin,F,22,CAN,2000
5294,Igone Arribas Bailn,F,17,ESP,2000
5306,Christine Arron,F,27,FRA,2000
5307,Ins Arrondo,F,22,ARG,2000
5315,Gavin Baxter Arroyo,M,28,USA,2000
5324,"Christian Marcelo ""Chelly"" Arrue",M,31,USA,2000
5325,Francisco Esteban Arru Pardo,M,23,CHI,2000
5331,"Samantha ""Sam"" Arsenault (-Livingstone)",F,18,USA,2000
5341,Yasin Arslan,M,22,TUR,2000
5352,Olga Artamonova,F,22,KGZ,2000
5353,Yevgeniya Viktorovna Artamonova-Estes,F,25,RUS,2000
5356,Gabriel Israel Arteaga Risquet,M,23,CUB,2000
5366,Olga Dmitriyevna Arteshina,F,17,RUS,2000
5423,Kurt Asle Arvesen,M,25,NOR,2000
5442,Sergey Arzamasov,M,29,KAZ,2000
5455,Shinobu Asagoe,F,24,JPN,2000
5456,Nobuharu Asahara,M,28,JPN,2000
5466,Giorgi Asanidze,M,25,GEO,2000
5468,Mayumi Asano,F,24,JPN,2000
5500,Sergei Aschwanden,M,24,SUI,2000
5505,Marko Tapio Asell,M,30,FIN,2000
5507,Rakymzhan Asembekov,M,22,KAZ,2000
5531,Fana Ashby,F,19,TTO,2000
5549,Sergey Ashikhmin,M,23,KGZ,2000
5557,Ali Ashkani Aghbolagh,M,21,IRI,2000
5565,Kamran Ashraf,M,26,PAK,2000
5587,Jackson Asiku,M,21,UGA,2000
5597,Hossein Askari,M,25,IRI,2000
5599,Almaz Askarov,M,27,KGZ,2000
5629,Haseri Asli,M,26,BRU,2000
5632,Brahim Asloum,M,21,FRA,2000
5638,Bolota Asmerom,M,21,ERI,2000
5641,"Helene ""Lena"" Asmus",F,18,GER,2000
5650,Dina Aspandiyarova,F,24,KAZ,2000
5690,Jonathan E. T. Asselin,M,41,CAN,2000
5702,Igor Vyacheslavovich Astapkovich,M,37,BLR,2000
5715,Luis Astolfi Prez de Guzmn,M,41,ESP,2000
5724,rad Suleyman Aumova,F,42,AZE,2000
5760,Nikolay Atanasov Atanasov,M,25,BUL,2000
5766,Gabriela Atanasova,F,16,BUL,2000
5780,Galina Atayeva,F,28,TKM,2000
5784,Angela Atede,F,28,NGR,2000
5794,Areti Athanasopoulou,F,22,GRE,2000
5800,Athirson Mazolli e Oliveira,M,23,BRA,2000
5823,Janelle Anya Monique Atkinson (-Wignall),F,17,JAM,2000
5856,Alessandro Attene,M,23,ITA,2000
5864,Francesco Attolico,M,37,ITA,2000
5869,Louis Mark Attrill,M,25,GBR,2000
5874,Lesley Attwell,F,28,CAN,2000
5878,Joe Atuhaire,M,22,UGA,2000
5896,Philippe Aubertin,M,31,FRA,2000
5923,Doris Auer,F,29,AUT,2000
5944,Isabelle Auger,F,31,CAN,2000
5960,Celestin Augustin,M,29,MAD,2000
5962,Jean Fernando Augustin,M,20,MRI,2000
5968,Karl Magnus Augustson,M,27,SWE,2000
5982,Loredana Auletta,F,31,ITA,2000
5984,Miika Juha Ilmari Aulio,M,24,FIN,2000
5997,Thomas Auracher,M,30,GER,2000
6005,Lauri Aus,M,29,EST,2000
6025,Charles Allen Austin,M,32,USA,2000
6038,"Thomas ""Tom"" Auth",M,32,USA,2000
6051,Nadine Auzeil-Schoellkopf,F,36,FRA,2000
6091,"Aleksandr ""Alex"" Averbukh",M,25,ISR,2000
6099,Nigel Seton Avery,M,33,NZL,2000
6104,Yerdzhanik Zhorayevna Avetisyan,F,30,RUS,2000
6107,Andrea Vernica vila,F,30,ARG,2000
6128,Ruslan Shamilyevich Avleyev,M,24,RUS,2000
6130,Nazmi Avluca,M,23,TUR,2000
6138,Dimitrios Avramis,M,25,GRE,2000
6142,Patience Avre,F,24,NGR,2000
6146,Hovhannes Avtandilyan,M,22,ARM,2000
6151,Hazem Awaad,M,26,EGY,2000
6153,Eslam Awad,M,24,EGY,2000
6155,Haitham El-Husseini Awad,M,23,EGY,2000
6164,Nduka Awazie,M,19,NGR,2000
6168,Mark Anthony Awere,M,21,GHA,2000
6170,Maria Awori,F,15,KEN,2000
6178,Hans Peter Christian Axelsson,M,33,SWE,2000
6191,Tarek Ayad,M,27,LBA,2000
6209,Omrane Ayari,M,28,TUN,2000
6231,Anouar Ayed,M,22,TUN,2000
6233,Makrem Ayed,M,27,TUN,2000
6239,Athouhon Louise Aytotch,F,30,CIV,2000
6243,Sreyya Ayhan (-Kop),F,22,TUR,2000
